restaurant_id,name
1,Plain Croissant 
1,Cheese Croissant 
1,Chocolate Croissant 
1,Cinnamon Bun 
1,Cheese Tea Biscuit 
1,Raisin Tea Biscuit 
1,Blueberry Bagel 
1,Four Cheese Bagel 
1,Jalapeno Asiago Mozzarella Bagel 
1,Herb & Garlic Cream Cheese 
1,Strawberry Cream Cheese 
1,Butter 
1,Strawberry Jam Packet 
1,Raspberry Jam Packet 
1,Peanut Butter 
1,Sausage Homestyle Biscuit Sandwich 
1,Bacon Homestyle Biscuit Sandwich 
1,Egg & Cheese Homestyle Biscuit Sandwich 
1,Steak & Egg Homestyle Biscuit Sandwich 
1,Simply Sausage Homestyle Biscuit Sandwich 
1,Sausage English Muffin Sandwich 
1,Bacon English Muffin Sandwich 
1,Egg & Cheese English Muffin Sandwich 
1,Sausage Plain Bagel Sandwich 
1,Bacon Plain Bagel Sandwich 
1,Sausage Sesame Seed Bagel Sandwich 
1,Bacon Sesame Seed Bagel Sandwich 
1,Sausage Everything Bagel Sandwich 
1,Bacon Everything Bagel Sandwich 
1,Sausage 12-Grain Bagel Sandwich 
1,Bacon 12-Grain Bagel Sandwich 
1,Plain Bagel BELT Sandwich 
1,Sesame Seed Bagel BELT Sandwich 
1,Everything Bagel BELT Sandwich 
1,12-Grain Bagel BELT Sandwich 
1,Sausage Breakfast Wrap 
1,Bacon Breakfast Wrap 
1,Sausage & Bacon Breakfast Wrap 
1,Sausage Farmer's Wrap 
1,Bacon Farmer's Wrap 
1,Hash Brown 
1,Yogurt Parfait 
1,Sausage Everything Croissant Sandwich 
1,Bacon Everything Croissant Sandwich 
1,Egg & Cheese Everything Croissant Sandwich 
1,Smoky Honey Bacon English Muffin Sandwich 
1,Smoky Honey Bacon Everything Bagel BELT 
1,Turkey Bacon Club Sandwich 
1,BLT Sandwich 
1,Ham & Cheddar Sandwich 
1,Roast Beef & Cheddar Sandwich 
1,Crispy Chicken Craveable 
1,Roast Beef Craveable 
1,Chicken Bacon Ranch Wrap 
1,Crispy Chicken Bacon Ranch Wrap 
1,Classic Chicken Wrap 
1,Classic Crispy Chicken Wrap 
1,Cilantro Lime Chicken Loaded Wrap 
1,Cilantro Lime Crispy Chicken Loaded Wrap 
1,Cilantro Lime Veggie Loaded Wrap 
1,Habanero Chicken Loaded Wrap 
1,Habanero Crispy Chicken Loaded Wrap 
1,Habanero Veggie Loaded Wrap 
1,Chipotle Steak Loaded Wrap 
1,Cilantro Lime Crispy Chicken Loaded Bowl 
1,Cilantro Lime Veggie Loaded Bowl 
1,Habanero Chicken Loaded Bowl 
1,Habanero Crispy Chicken Loaded Bowl 
1,Habanero Veggie Loaded Bowl 
1,Chipotle Steak Loaded Bowl 
1,Grilled Cheese Melt 
1,Bacon Grilled Cheese Melt 
1,Turkey Melt 
1,Ham Melt 
1,Chicken Noodle Soup - Regular 
1,Chicken Noodle Soup - Large 
1,Cream of Broccoli Soup - Regular 
1,Cream of Broccoli Soup - Large 
1,Garden Minestrone Soup - Regular 
1,Garden Minestrone Soup - Large 
1,Tomato Parmesan Soup - Regular 
1,Tomato Parmesan Soup - Large 
1,Spicy Thai Soup - Regular 
1,Spicy Thai Soup - Large 
1,Potato Bacon Soup - Regular 
1,Potato Bacon Soup - Large 
1,Clam Chowder - Regular 
1,Clam Chowder - Large 
1,Chili - Regular 
1,Chili - Large 
1,Potato Wedges 
1,Soup Bun 
1,BBQ Crispy Chicken Loaded Wrap 
1,BBQ Crispy Chicken Loaded Bowl 
